RLC1 EMBEDDED CONSTANTS AUDIT — score_claim=false
Scope: every numeric literal in the six changed receiver source files (all lines, including inherited portions). Archive bytes are counted, not code.
Content-selected config is exactly19 bytes: class=1; low=128; high=320; history=16; priorDen=4; minCount=4; residualMax=36; slopeMax=2; widthDen=2; widthMultiplier=3; spanMax=24; bins=0,1,2,4,8,16. It is loaded from RLC1 rider bytes45..63. Forty signed fitted weights occupy bytes5..44; version is byte4. Native sees parsed config only. No TC4 class/map selectors are present in this candidate.
A source literal can equal a selected value without supplying it: e.g.255 is uint8 bound;2 is proven slope-domain ceiling, while the actual slope comes from cfg[7]. Those constants enforce arithmetic safety and cannot reconstruct a selected geometry choice.
New generic arithmetic predeclared before pricing: public shape384x512/K5; HPAC64-cell slots and190 groups; six moment coordinates; Q16=65536; integer root's2-bit shifts, nearest-even half/unit, int64/int128 bounds; binary packing offsets and format/version tags. C cfg indices0..16 label serialized fields, never values.
Inherited literals: exact same source line occurs in move40's same relative file. Their provenance is the immutable move40 format/receiver, with its compliance adjudication by MAIN; no claim of freshly auditing all inherited mechanisms. Inherited mixer lines map to tc3 adaptive receiver algorithm (KT half-count smoothing, ratio clip1/16..16, fixed-log arithmetic, weights/state dimensions); its fitted weights stay counted.
Pins in inflate.py are non-reconstructive archive identity metadata. Proof BLAS1/4 and advisory mode are environmental test controls; normal runtime remains CUDA/T4-declared.
No scorer, GT, source-video, absolute external imports, learned table or per-frame content is added to receiver code. All data-derived scalars are in archive.zip.

LITERAL CENSUS
inflate.py:19 literal=180173 | GENERIC archive integrity pin or explicit proof/device/thread control | ARCHIVE_BYTES = 180173
experiments/ddm_rlc1_cached_cc.py:29 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | destination = Path(argv[-1]).resolve()
experiments/ddm_rlc1_cached_cc.py:33 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | matched = [row for row in manifest["rows"] if row["argv_template"] == [*argv[:-1], "{output}"]]
experiments/ddm_rlc1_cached_cc.py:34 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if len(matched) != 1:
experiments/ddm_rlc1_cached_cc.py:36 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | row = matched[0]
experiments/ddm_rlc1_cached_cc.py:54 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | destination.with_suffix(destination.suffix + ".cache.json").write_text(json.dumps(receipt, indent=2) + "\n")
experiments/ddm_rlc1_geometry.c:1 literal=6 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | /* RLC1 Q16 causal moment geometry. All content-selected knobs arrive in cfg.
experiments/ddm_rlc1_geometry.c:2 literal=64 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | * Generic constants: public H/W/K, 64-cell HPAC slots, six sufficient moments,
experiments/ddm_rlc1_geometry.c:3 literal=6 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | * Q16 arithmetic, integer bit/cardinality operations. No floating arithmetic. */
experiments/ddm_rlc1_geometry.c:7 literal=384 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | #define H 384
experiments/ddm_rlc1_geometry.c:8 literal=512 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | #define W 512
experiments/ddm_rlc1_geometry.c:9 literal=5 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | #define K 5
experiments/ddm_rlc1_geometry.c:10 literal=8 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | #define S 8
experiments/ddm_rlc1_geometry.c:11 literal=65536 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | #define Q 65536
experiments/ddm_rlc1_geometry.c:13 literal=28 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | typedef __int128 wide;
experiments/ddm_rlc1_geometry.c:15 literal=17 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t cfg[17];
experiments/ddm_rlc1_geometry.c:16 literal=6 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t now[6][H][S], old[6][H][S];
experiments/ddm_rlc1_geometry.c:16 literal=6 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t now[6][H][S], old[6][H][S];
experiments/ddm_rlc1_geometry.c:23 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | return (int64_t)(q-(r<0));
experiments/ddm_rlc1_geometry.c:26 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | uint64_t a=0, bit=(uint64_t)1<<62;
experiments/ddm_rlc1_geometry.c:26 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | uint64_t a=0, bit=(uint64_t)1<<62;
experiments/ddm_rlc1_geometry.c:26 literal=62 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | uint64_t a=0, bit=(uint64_t)1<<62;
experiments/ddm_rlc1_geometry.c:27 literal=2 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | while(bit>n) bit>>=2;
experiments/ddm_rlc1_geometry.c:29 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | if(n>=a+bit) { n-=a+bit; a=(a>>1)+bit; }
experiments/ddm_rlc1_geometry.c:30 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | else a>>=1;
experiments/ddm_rlc1_geometry.c:31 literal=2 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | bit>>=2;
experiments/ddm_rlc1_geometry.c:37 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | return q+(r>Q/2 || (r==Q/2 && (q&1)));
experiments/ddm_rlc1_geometry.c:37 literal=2 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | return q+(r>Q/2 || (r==Q/2 && (q&1)));
experiments/ddm_rlc1_geometry.c:37 literal=2 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | return q+(r>Q/2 || (r==Q/2 && (q&1)));
experiments/ddm_rlc1_geometry.c:40 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | Geometry *g=calloc(1,sizeof(*g));
experiments/ddm_rlc1_geometry.c:43 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | for(int y=0;y<H;y++) for(int s=0;s<S;s++) {
experiments/ddm_rlc1_geometry.c:43 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | for(int y=0;y<H;y++) for(int s=0;s<S;s++) {
experiments/ddm_rlc1_geometry.c:45 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | g->hi[y][s]=g->phi[y][s]=-1;
experiments/ddm_rlc1_geometry.c:46 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int runs=0, active=0;
experiments/ddm_rlc1_geometry.c:46 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int runs=0, active=0;
experiments/ddm_rlc1_geometry.c:47 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | for(int t=0;t<W/S;t++) {
experiments/ddm_rlc1_geometry.c:48 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int x=s*(W/S)+t, hit=previous && previous[y*W+x]==cfg[0];
experiments/ddm_rlc1_geometry.c:50 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t v[6]={1,y,y*y,x,x*y,x*x};
experiments/ddm_rlc1_geometry.c:50 literal=6 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t v[6]={1,y,y*y,x,x*y,x*x};
experiments/ddm_rlc1_geometry.c:51 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | for(int j=0;j<6;j++) g->old[j][y][s]+=v[j];
experiments/ddm_rlc1_geometry.c:51 literal=6 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | for(int j=0;j<6;j++) g->old[j][y][s]+=v[j];
experiments/ddm_rlc1_geometry.c:58 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | g->ambiguous[y][s]=runs>1;
experiments/ddm_rlc1_geometry.c:65 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | for(int i=0;i<n;i++) {
experiments/ddm_rlc1_geometry.c:67 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | if(symbols[i]==g->cfg[0]) {
experiments/ddm_rlc1_geometry.c:68 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t v[6]={1,y,y*y,x,x*y,x*x};
experiments/ddm_rlc1_geometry.c:68 literal=6 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t v[6]={1,y,y*y,x,x*y,x*x};
experiments/ddm_rlc1_geometry.c:69 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | for(int j=0;j<6;j++) g->now[j][y][s]+=v[j];
experiments/ddm_rlc1_geometry.c:69 literal=6 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | for(int j=0;j<6;j++) g->now[j][y][s]+=v[j];
experiments/ddm_rlc1_geometry.c:72 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | } else g->other[y][s]|=(uint64_t)1<<(x%(W/S));
experiments/ddm_rlc1_geometry.c:79 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | memset(valid,0,sizeof(valid));
experiments/ddm_rlc1_geometry.c:80 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | for(int s=0;s<S;s++) {
experiments/ddm_rlc1_geometry.c:81 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int bad[H], badsum=0;
experiments/ddm_rlc1_geometry.c:82 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t sums[6]={0};
experiments/ddm_rlc1_geometry.c:82 literal=6 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t sums[6]={0};
experiments/ddm_rlc1_geometry.c:83 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | for(int y=0;y<H;y++) {
experiments/ddm_rlc1_geometry.c:85 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | uint64_t between=0;
experiments/ddm_rlc1_geometry.c:86 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | if(hi>lo+1) {
experiments/ddm_rlc1_geometry.c:88 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | between=(((uint64_t)1<<h)-1)^(((uint64_t)1<<(l+1))-1);
experiments/ddm_rlc1_geometry.c:88 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | between=(((uint64_t)1<<h)-1)^(((uint64_t)1<<(l+1))-1);
experiments/ddm_rlc1_geometry.c:88 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | between=(((uint64_t)1<<h)-1)^(((uint64_t)1<<(l+1))-1);
experiments/ddm_rlc1_geometry.c:88 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | between=(((uint64_t)1<<h)-1)^(((uint64_t)1<<(l+1))-1);
experiments/ddm_rlc1_geometry.c:88 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | between=(((uint64_t)1<<h)-1)^(((uint64_t)1<<(l+1))-1);
experiments/ddm_rlc1_geometry.c:92 literal=10 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | bad[y]=g->ambiguous[y][s] || (g->other[y][s]&between) || bothhi-bothlo>g->cfg[10];
experiments/ddm_rlc1_geometry.c:93 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t c=sums[0], sy=sums[1], syy=sums[2], sx=sums[3], sxy=sums[4], sxx=sums[5];
experiments/ddm_rlc1_geometry.c:93 literal=1 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t c=sums[0], sy=sums[1], syy=sums[2], sx=sums[3], sxy=sums[4], sxx=sums[5];
experiments/ddm_rlc1_geometry.c:93 literal=2 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t c=sums[0], sy=sums[1], syy=sums[2], sx=sums[3], sxy=sums[4], sxx=sums[5];
experiments/ddm_rlc1_geometry.c:93 literal=3 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t c=sums[0], sy=sums[1], syy=sums[2], sx=sums[3], sxy=sums[4], sxx=sums[5];
experiments/ddm_rlc1_geometry.c:93 literal=4 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t c=sums[0], sy=sums[1], syy=sums[2], sx=sums[3], sxy=sums[4], sxx=sums[5];
experiments/ddm_rlc1_geometry.c:93 literal=5 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | int64_t c=sums[0], sy=sums[1], syy=sums[2], sx=sums[3], sxy=sums[4], sxx=sums[5];
experiments/ddm_rlc1_geometry.c:95 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | if(c>=g->cfg[5]*g->cfg[4] && d>0 && !badsum && b<=g->cfg[7]*d && b>=-g->cfg[7]*d) {
experiments/ddm_rlc1_geometry.c:95 literal=4 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | if(c>=g->cfg[5]*g->cfg[4] && d>0 && !badsum && b<=g->cfg[7]*d && b>=-g->cfg[7]*d) {
experiments/ddm_rlc1_geometry.c:95 literal=5 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | if(c>=g->cfg[5]*g->cfg[4] && d>0 && !badsum && b<=g->cfg[7]*d && b>=-g->cfg[7]*d) {
experiments/ddm_rlc1_geometry.c:95 literal=7 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | if(c>=g->cfg[5]*g->cfg[4] && d>0 && !badsum && b<=g->cfg[7]*d && b>=-g->cfg[7]*d) {
experiments/ddm_rlc1_geometry.c:95 literal=7 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | if(c>=g->cfg[5]*g->cfg[4] && d>0 && !badsum && b<=g->cfg[7]*d && b>=-g->cfg[7]*d) {
experiments/ddm_rlc1_geometry.c:98 literal=6 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | if(r<=g->cfg[6]*den) {
experiments/ddm_rlc1_geometry.c:100 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | uint64_t squared=r>0?(uint64_t)(r*g->cfg[9]*Q*Q/den):0;
experiments/ddm_rlc1_geometry.c:100 literal=0 | RECEIVER SOURCE: matches the independently enumerated runtime counterpart after import-root adaptation; see receiver literal census above. | uint64_t squared=r>0?(uint64_t)(r*g->cfg[9]*Q*Q/den):0;
